Name,url
Lionel Messi FIFA 11,/player/158023/lionel-messi/fifa11/
Cristiano Ronaldo FIFA 11,/player/20801/cristiano-ronaldo/fifa11/
Casillas FIFA 11,/player/5479/casillas/fifa11/
David Villa FIFA 11,/player/113422/david-villa/fifa11/
Wayne Rooney FIFA 11,/player/54050/wayne-rooney/fifa11/
Didier Drogba FIFA 11,/player/31432/didier-drogba/fifa11/
Nemanja Vidić FIFA 11,/player/140601/nemanja-vidi%C4%87/fifa11/
Diego Forlán FIFA 11,/player/49072/diego-forl%C3%A1n/fifa11/
Júlio César FIFA 11,/player/48717/j%C3%BAlio-c%C3%A9sar/fifa11/
Puyol FIFA 11,/player/13038/puyol/fifa11/
Xavi FIFA 11,/player/10535/xavi/fifa11/
Arjen Robben FIFA 11,/player/9014/arjen-robben/fifa11/
Frank Lampard FIFA 11,/player/5471/frank-lampard/fifa11/
Iniesta FIFA 11,/player/41/iniesta/fifa11/
Francesc Fabregas FIFA 11,/player/162895/francesc-fabregas/fifa11/
Franck Ribéry FIFA 11,/player/156616/franck-rib%C3%A9ry/fifa11/
Andrey Arshavin FIFA 11,/player/147777/andrey-arshavin/fifa11/
Carlos Tévez FIFA 11,/player/143001/carlos-t%C3%A9vez/fifa11/
Diego Milito FIFA 11,/player/142708/diego-milito/fifa11/
Wesley Sneijder FIFA 11,/player/139869/wesley-sneijder/fifa11/
Kaká FIFA 11,/player/138449/kak%C3%A1/fifa11/
Maicon FIFA 11,/player/135455/maicon/fifa11/
Philipp Lahm FIFA 11,/player/121939/philipp-lahm/fifa11/
Fernando Torres FIFA 11,/player/49369/fernando-torres/fifa11/
Steven Gerrard FIFA 11,/player/13743/steven-gerrard/fifa11/
John Terry FIFA 11,/player/13732/john-terry/fifa11/
Gianluigi Buffon FIFA 11,/player/1179/gianluigi-buffon/fifa11/
Edin Džeko FIFA 11,/player/180930/edin-d%C5%BEeko/fifa11/
David Silva FIFA 11,/player/168542/david-silva/fifa11/
Gonzalo Higuaín FIFA 11,/player/167664/gonzalo-higua%C3%ADn/fifa11/
Manuel Neuer FIFA 11,/player/167495/manuel-neuer/fifa11/
Sergio Ramos FIFA 11,/player/155862/sergio-ramos/fifa11/
Piqué FIFA 11,/player/152729/piqu%C3%A9/fifa11/
Lisandro López FIFA 11,/player/142707/lisandro-l%C3%B3pez/fifa11/
Giorgio Chiellini FIFA 11,/player/138956/giorgio-chiellini/fifa11/
Bastian Schweinsteiger FIFA 11,/player/121944/bastian-schweinsteiger/fifa11/
Lúcio FIFA 11,/player/107715/l%C3%BAcio/fifa11/
Valdés FIFA 11,/player/106573/vald%C3%A9s/fifa11/
Michaël Essien FIFA 11,/player/45674/micha%C3%ABl-essien/fifa11/
Xabi Alonso FIFA 11,/player/45197/xabi-alonso/fifa11/
Zlatan Ibrahimović FIFA 11,/player/41236/zlatan-ibrahimovi%C4%87/fifa11/
Pepe Reina FIFA 11,/player/24630/pepe-reina/fifa11/
Walter Samuel FIFA 11,/player/23461/walter-samuel/fifa11/
Robin van Persie FIFA 11,/player/7826/robin-van-persie/fifa11/
Rio Ferdinand FIFA 11,/player/7289/rio-ferdinand/fifa11/
Nicolas Anelka FIFA 11,/player/5809/nicolas-anelka/fifa11/
Hugo Lloris FIFA 11,/player/167948/hugo-lloris/fifa11/
Samir Nasri FIFA 11,/player/165239/samir-nasri/fifa11/
Sergio Agüero FIFA 11,/player/153079/sergio-ag%C3%BCero/fifa11/
Igor Akinfeev FIFA 11,/player/148119/igor-akinfeev/fifa11/
Jesús Navas FIFA 11,/player/146536/jes%C3%BAs-navas/fifa11/
Dani Alves FIFA 11,/player/146530/dani-alves/fifa11/
Javier Mascherano FIFA 11,/player/142754/javier-mascherano/fifa11/
Esteban Cambiasso FIFA 11,/player/138123/esteban-cambiasso/fifa11/
Luís Fabiano FIFA 11,/player/136194/lu%C3%ADs-fabiano/fifa11/
René Adler FIFA 11,/player/121933/ren%C3%A9-adler/fifa11/
Pepe FIFA 11,/player/120533/pepe/fifa11/
Antonio Di Natale FIFA 11,/player/120274/antonio-di-natale/fifa11/
Kolo Touré FIFA 11,/player/119152/kolo-tour%C3%A9/fifa11/
Patrice Evra FIFA 11,/player/52091/patrice-evra/fifa11/
Petr Čech FIFA 11,/player/48940/petr-%C4%8Dech/fifa11/
Juan FIFA 11,/player/46042/juan/fifa11/
Florent Malouda FIFA 11,/player/45601/florent-malouda/fifa11/
Rafael van der Vaart FIFA 11,/player/45574/rafael-van-der-vaart/fifa11/
Samuel Eto'o FIFA 11,/player/9676/samuel-etoo/fifa11/
Antonio Cassano FIFA 11,/player/7631/antonio-cassano/fifa11/
Michael Ballack FIFA 11,/player/3647/michael-ballack/fifa11/
Ricardo Carvalho FIFA 11,/player/3622/ricardo-carvalho/fifa11/
Shay Given FIFA 11,/player/2651/shay-given/fifa11/
Alessandro Nesta FIFA 11,/player/1088/alessandro-nesta/fifa11/
Hulk FIFA 11,/player/189362/hulk/fifa11/
Alexandre Pato FIFA 11,/player/180175/alexandre-pato/fifa11/
Luka Modrić FIFA 11,/player/177003/luka-modri%C4%87/fifa11/
Mesut Özil FIFA 11,/player/176635/mesut-%C3%B6zil/fifa11/
Marek Hamšik FIFA 11,/player/171877/marek-ham%C5%A1ik/fifa11/
Luis Antonio Valencia FIFA 11,/player/167905/luis-antonio-valencia/fifa11/
Karim Benzema FIFA 11,/player/165153/karim-benzema/fifa11/
Thiago Silva FIFA 11,/player/164240/thiago-silva/fifa11/
Steve Mandanda FIFA 11,/player/163705/steve-mandanda/fifa11/
