Name,url
Cristiano Ronaldo FIFA 09,/player/20801/cristiano-ronaldo/fifa09/
Casillas FIFA 09,/player/5479/casillas/fifa09/
Lionel Messi FIFA 09,/player/158023/lionel-messi/fifa09/
Kaká FIFA 09,/player/138449/kak%C3%A1/fifa09/
Gianluigi Buffon FIFA 09,/player/1179/gianluigi-buffon/fifa09/
Zlatan Ibrahimovic FIFA 09,/player/41236/zlatan-ibrahimovic/fifa09/
Francesc Fabregas FIFA 09,/player/162895/francesc-fabregas/fifa09/
Franck Ribéry FIFA 09,/player/156616/franck-rib%C3%A9ry/fifa09/
Fernando Torres FIFA 09,/player/49369/fernando-torres/fifa09/
Petr Čech FIFA 09,/player/48940/petr-%C4%8Dech/fifa09/
Steven Gerrard FIFA 09,/player/13743/steven-gerrard/fifa09/
John Terry FIFA 09,/player/13732/john-terry/fifa09/
Puyol FIFA 09,/player/13038/puyol/fifa09/
Alessandro Nesta FIFA 09,/player/1088/alessandro-nesta/fifa09/
Bert Ronhaar FIFA 09,/player/177193/bert-ronhaar/fifa09/
Diego FIFA 09,/player/136138/diego/fifa09/
Philipp Lahm FIFA 09,/player/121939/philipp-lahm/fifa09/
Lúcio FIFA 09,/player/107715/l%C3%BAcio/fifa09/
Wayne Rooney FIFA 09,/player/54050/wayne-rooney/fifa09/
Júlio César FIFA 09,/player/48717/j%C3%BAlio-c%C3%A9sar/fifa09/
Didier Drogba FIFA 09,/player/31432/didier-drogba/fifa09/
Ronaldinho FIFA 09,/player/28130/ronaldinho/fifa09/
Luca Toni FIFA 09,/player/23015/luca-toni/fifa09/
Xavi FIFA 09,/player/10535/xavi/fifa09/
Andrea Pirlo FIFA 09,/player/7763/andrea-pirlo/fifa09/
Rio Ferdinand FIFA 09,/player/7289/rio-ferdinand/fifa09/
Sebastien Frey FIFA 09,/player/1289/sebastien-frey/fifa09/
Francesco Totti FIFA 09,/player/1238/francesco-totti/fifa09/
Alessandro Del Piero FIFA 09,/player/1075/alessandro-del-piero/fifa09/
Joep Maatje FIFA 09,/player/177182/joep-maatje/fifa09/
Nemanja Vidić FIFA 09,/player/140601/nemanja-vidi%C4%87/fifa09/
Wesley Sneijder FIFA 09,/player/139869/wesley-sneijder/fifa09/
Esteban Matias Cambiasso FIFA 09,/player/138123/esteban-matias-cambiasso/fifa09/
