Name,url
Lionel Messi FIFA 16,/player/158023/lionel-messi/fifa16/
Cristiano Ronaldo FIFA 16,/player/20801/cristiano-ronaldo/fifa16/
Neymar FIFA 16,/player/190871/neymar/fifa16/
Luis Suárez FIFA 16,/player/176580/luis-su%C3%A1rez/fifa16/
Manuel Neuer FIFA 16,/player/167495/manuel-neuer/fifa16/
Zlatan Ibrahimović FIFA 16,/player/41236/zlatan-ibrahimovi%C4%87/fifa16/
Arjen Robben FIFA 16,/player/9014/arjen-robben/fifa16/
Robert Lewandowski FIFA 16,/player/188545/robert-lewandowski/fifa16/
Eden Hazard FIFA 16,/player/183277/eden-hazard/fifa16/
Mesut Özil FIFA 16,/player/176635/mesut-%C3%B6zil/fifa16/
Thiago Silva FIFA 16,/player/164240/thiago-silva/fifa16/
Sergio Agüero FIFA 16,/player/153079/sergio-ag%C3%BCero/fifa16/
Iniesta FIFA 16,/player/41/iniesta/fifa16/
James Rodríguez FIFA 16,/player/198710/james-rodr%C3%ADguez/fifa16/
De Gea FIFA 16,/player/193080/de-gea/fifa16/
Jérôme Boateng FIFA 16,/player/183907/j%C3%A9r%C3%B4me-boateng/fifa16/
Toni Kroos FIFA 16,/player/182521/toni-kroos/fifa16/
Luka Modrić FIFA 16,/player/177003/luka-modri%C4%87/fifa16/
Gareth Bale FIFA 16,/player/173731/gareth-bale/fifa16/
Sergio Ramos FIFA 16,/player/155862/sergio-ramos/fifa16/
Philipp Lahm FIFA 16,/player/121939/philipp-lahm/fifa16/
Paul Pogba FIFA 16,/player/195864/paul-pogba/fifa16/
Kevin De Bruyne FIFA 16,/player/192985/kevin-de-bruyne/fifa16/
Thibaut Courtois FIFA 16,/player/192119/thibaut-courtois/fifa16/
Thomas Müller FIFA 16,/player/189596/thomas-m%C3%BCller/fifa16/
Sergio Busquets FIFA 16,/player/189511/sergio-busquets/fifa16/
Marco Reus FIFA 16,/player/188350/marco-reus/fifa16/
Alexis Sánchez FIFA 16,/player/184941/alexis-s%C3%A1nchez/fifa16/
Ángel Di María FIFA 16,/player/183898/%C3%A1ngel-di-mar%C3%ADa/fifa16/
Diego Godín FIFA 16,/player/182493/diego-god%C3%ADn/fifa16/
Mats Hummels FIFA 16,/player/178603/mats-hummels/fifa16/
David Silva FIFA 16,/player/168542/david-silva/fifa16/
Gonzalo Higuaín FIFA 16,/player/167664/gonzalo-higua%C3%ADn/fifa16/
Karim Benzema FIFA 16,/player/165153/karim-benzema/fifa16/
Cesc Fàbregas FIFA 16,/player/162895/cesc-f%C3%A0bregas/fifa16/
Franck Ribéry FIFA 16,/player/156616/franck-rib%C3%A9ry/fifa16/
Giorgio Chiellini FIFA 16,/player/138956/giorgio-chiellini/fifa16/
Petr Čech FIFA 16,/player/48940/petr-%C4%8Dech/fifa16/
David Alaba FIFA 16,/player/197445/david-alaba/fifa16/
Henrikh Mkhitaryan FIFA 16,/player/192883/henrikh-mkhitaryan/fifa16/
Arturo Vidal FIFA 16,/player/181872/arturo-vidal/fifa16/
Diego Costa FIFA 16,/player/179844/diego-costa/fifa16/
Edinson Cavani FIFA 16,/player/179813/edinson-cavani/fifa16/
Ivan Rakitić FIFA 16,/player/168651/ivan-rakiti%C4%87/fifa16/
Miranda FIFA 16,/player/168609/miranda/fifa16/
Hugo Lloris FIFA 16,/player/167948/hugo-lloris/fifa16/
